id,title,overview,genres,keywords,cast,producers,release_date,runtime,production_companies,production_countries,spoken_languages,vote_average,vote_count,popularity,tagline,homepage,budget,revenue
1452,Superman Returns,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",Adventure|Fantasy|Action|Science Fiction,saving the world|dc comics|invulnerability|sequel|superhero|based on comic book|kryptonite|super powers|superhuman strength|lex luthor,Brandon Routh|Kevin Spacey|Kate Bosworth|James Marsden|Parker Posey|Frank Langella|Sam Huntington|Eva Marie Saint|Marlon Brando|Kal Penn,Jon Peters|Gilbert Adler|Bryan Singer|Chris Lee|Thomas Tull|William Fay|Scott Mednick|Stephen Jones,2006/6/28,154,DC Comics|Legendary Pictures|Warner Bros.|Bad Hat Harry Productions,United States of America,English|Français|Deutsch,5.4,1400,57.925623,,http://www.superman.com,270000000,391081192
10764,Quantum of Solace,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",Adventure|Action|Thriller|Crime,killing|undercover|secret agent|british secret service,Daniel Craig|Olga Kurylenko|Mathieu Amalric|Judi Dench|Giancarlo Giannini|Gemma Arterton|Jeffrey Wright|David Harbour|Jesper Christensen|Anatole Taubman,Barbara Broccoli|Anthony Waye|Callum McDougall|Gregg Wilson|Michael G. Wilson,2008/10/30,106,Eon Productions,United Kingdom|United States of America,English|Español|Italiano|Français|Deutsch,6.1,2965,107.928811,"For love, for hate, for justice, for revenge.",http://www.mgm.com/view/movie/234/Quantum-of-Solace/,200000000,586090727
58,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",Adventure|Fantasy|Action,witch|fortune teller|bondage|exotic island|monster|captain|card game|east india trading company|compass|ship|daughter|pirate|swashbuckler|aftercreditsstinger,Johnny Depp|Orlando Bloom|Keira Knightley|Stellan Skarsgård|Bill Nighy|Jack Davenport|Kevin McNally|Jonathan Pryce|Lee Arenberg|Mackenzie Crook,Jerry Bruckheimer|Bruce Hendricks|Mike Stenson|Eric McLeod|Chad Oman|Peter Kohn|Pat Sandston,2006/6/20,151,Walt Disney Pictures|Jerry Bruckheimer Films|Second Mate Productions,Jamaica|United States of America|Bahamas|Dominica,English|Türkçe|ελληνικά|普通话,7,5246,145.847379,Jack is back!,http://disney.go.com/disneypictures/pirates/,200000000,1065659812
57201,The Lone Ranger,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",Action|Adventure|Western,texas|horse|survivor|texas ranger|partner|outlaw|escape|lawyer|train|lone ranger|comanche|the lone ranger|tonto,Johnny Depp|Armie Hammer|William Fichtner|Helena Bonham Carter|James Badge Dale|Tom Wilkinson|Ruth Wilson|Barry Pepper|James Frain|Mason Cook,Gore Verbinski|Jerry Bruckheimer|Ted Elliott|Terry Rossio|Johnny Depp|Mike Stenson|Eric McLeod|Chad Oman|Eric Ellenbogen,2013/7/3,149,Walt Disney Pictures|Jerry Bruckheimer Films|Infinitum Nihil|Silver Bullet Productions (II)|Blind Wink Productions|Classic Media,United States of America,English,5.9,2311,49.046956,Never Take Off the Mask,http://disney.go.com/the-lone-ranger/,255000000,89289910
49521,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",Action|Adventure|Fantasy|Science Fiction,saving the world|dc comics|superhero|based on comic book|superhuman|alien invasion|reboot|super powers|dc extended universe,Henry Cavill|Amy Adams|Michael Shannon|Kevin Costner|Diane Lane|Russell Crowe|Laurence Fishburne|Antje Traue|Christopher Meloni|Jadin Gould,Charles Roven|Lloyd Phillips|Christopher Nolan|Emma Thomas|Jon Peters|Thomas Tull|Wesley Coller|Deborah Snyder|Curt Kanemoto,2013/6/12,143,Legendary Pictures|Warner Bros.|DC Entertainment|Syncopy|Cruel and Unusual Films,United Kingdom|United States of America,English,6.5,6359,99.398009,You will believe that a man can fly.,http://www.manofsteel.com/,225000000,662845518
2454,The Chronicles of Narnia: Prince Caspian,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",Adventure|Family|Fantasy,based on novel|fictional place|brother sister relationship|lion|human being|wretch|leap in time|matter of life and death|faith|uncle|narnia|fantasy world,Ben Barnes|William Moseley|Anna Popplewell|Skandar Keynes|Georgie Henley|Sergio Castellitto|Alicia Borrachero|Peter Dinklage|Warwick Davis|Vincent Grass,David Minkowski|Matthew Stillman|Mark Johnson|Andrew Adamson|Philip Steuer|Douglas Gresham|Perry Moore|K.C. Hodenfield|Tom Williams|Luca Marco Paracels,2008/5/15,150,Walt Disney|Walden Media|Stillking Films|Ozumi Films|Propeler|Silverbell Films|Revolution Sun Studios,Czech Republic|Poland|Slovenia|United States of America,English,6.3,1630,53.978602,Hope has a new face.,,225000000,419651413
24428,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",Science Fiction|Action|Adventure,new york|shield|marvel comic|superhero|based on comic book|alien invasion|superhero team|aftercreditsstinger|duringcreditsstinger|marvel cinematic universe,Robert Downey Jr.|Chris Evans|Mark Ruffalo|Chris Hemsworth|Scarlett Johansson|Jeremy Renner|Tom Hiddleston|Clark Gregg|Cobie Smulders|Stellan Skarsgård,Stan Lee|Avi Arad|Kevin Feige|Jon Favreau|Chris Brigham|Louis D'Esposito|Alan Fine|Victoria Alonso|Jeremy Latcham,2012/4/25,143,Paramount Pictures|Marvel Studios,United States of America,English,7.4,11776,144.448633,Some assembly required.,http://marvel.com/avengers_movie/,220000000,1519557910
1865,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",Adventure|Action|Fantasy,sea|captain|mutiny|sword|prime minister|sailing|silver|ship|duke|mermaid|pirate|soldier|battle|swashbuckler|aftercreditsstinger|3d,Johnny Depp|Penélope Cruz|Ian McShane|Kevin McNally|Geoffrey Rush|Sam Claflin|Astrid Bergès-Frisbey|Stephen Graham|Greg Ellis|Damian O'Hare,Jerry Bruckheimer|Terry Rossio|Mike Stenson|Chad Oman|Barry H. Waldman|John DeLuca,2011/5/14,136,Walt Disney Pictures|Jerry Bruckheimer Films|Moving Picture Company (MPC),United States of America,English|Español,6.4,4948,135.413856,Live Forever Or Die Trying.,http://disney.go.com/pirates/index-on-stranger-tides.html#/video/,380000000,1045713802
41154,Men in Black 3,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",Action|Comedy|Science Fiction,time travel|time machine|alien|fictional government agency|seeing the future|changing history,Will Smith|Tommy Lee Jones|Josh Brolin|Michael Stuhlbarg|Emma Thompson|Jemaine Clement|Nicole Scherzinger|Alice Eve|Bill Hader|Michael Chernus,Steven Spielberg|Walter F. Parkes|Laurie MacDonald|G. Mac Brown,2012/5/23,106,Amblin Entertainment|Media Magik Entertainment|Imagenation Abu Dhabi FZ|Hemisphere Media Capital|Parkes/MacDonald Productions,United States of America,English,6.2,4160,52.035179,They are back... in time.,http://www.sonypictures.com/movies/meninblack3/,225000000,624026776
122917,The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",Action|Adventure|Fantasy,corruption|elves|dwarves|orcs|middle-earth (tolkien)|hobbit|dragon|battle|unlikely friendship|epic battle|sword and sorcery,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish|William Kircher|James Nesbitt|Stephen Hunter|Dean O'Gorman|Aidan Turner,Peter Jackson|Fran Walsh|Philippa Boyens|Carolynne Cunningham|Zane Weiner|Carolyn Blackwood,2014/12/10,144,WingNut Films|New Line Cinema|Warner Bros. Pictures|3Foot7|Metro-Goldwyn-Mayer (MGM),New Zealand|United States of America,English,7.1,4760,120.965743,Witness the defining chapter of the Middle-Earth saga,http://www.thehobbit.com/,250000000,956019788
1930,The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",Action|Adventure|Fantasy,loss of father|vigilante|serum|marvel comic|scientific experiment|spider bite|masked vigilante|reboot|super powers|genetic engineering|social outcast|duringcreditsstinger,Andrew Garfield|Emma Stone|Rhys Ifans|Denis Leary|Campbell Scott|Irrfan Khan|Martin Sheen|Sally Field|Max Charles|Chris Zylka,Stan Lee|Laura Ziskin|Avi Arad|Kevin Feige|Michael Grillo|Matt Tolmach,2012/6/27,136,Columbia Pictures|Laura Ziskin Productions|Marvel Entertainment,United States of America,English,6.5,6586,89.866276,The untold story begins.,http://www.theamazingspiderman.com,215000000,752215857
20662,Robin Hood,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",Action|Adventure,robin hood|archer|knight|sherwood forest|bow and arrow|middle ages|medieval|king of england,Russell Crowe|Cate Blanchett|Max von Sydow|William Hurt|Mark Strong|Oscar Isaac|Danny Huston|Eileen Atkins|Mark Addy|Matthew Macfadyen,Brian Grazer|Ridley Scott|Russell Crowe,2010/5/12,140,Imagine Entertainment|Universal Pictures|Scott Free Productions|Relativity Media,United Kingdom|United States of America,English|ภาษาไทย,6.2,1398,37.668301,"Rise and rise again, until lambs become lions.",http://www.robinhoodthemovie.com/,200000000,310669540
57158,The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",Adventure|Fantasy,elves|dwarves|orcs|hobbit|dragon|wizard|sword and sorcery,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish|William Kircher|James Nesbitt|Stephen Hunter|Dean O'Gorman|Aidan Turner,Peter Jackson|Fran Walsh|Carolynne Cunningham|Callum Greene|Toby Emmerich|Zane Weiner|Ken Kamins|Alan Horn|Carolyn Blackwood,2013/12/11,161,WingNut Films|New Line Cinema|Warner Bros. Pictures|Metro-Goldwyn-Mayer (MGM),New Zealand|United States of America,English,7.6,4524,94.370564,Beyond darkness... beyond desolation... lies the greatest danger of all.,http://www.thehobbit.com/,250000000,958400000
2268,The Golden Compass,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",Adventure|Fantasy,england|compass|experiment|lordship|uncle|polar bear|orphan|animal|based on young adult novel,Dakota Blue Richards|Nicole Kidman|Daniel Craig|Sam Elliott|Eva Green|Freddie Highmore|Ian McKellen|Ben Walker|Ian McShane|Kristin Scott Thomas,Mark Ordesky|Michael Lynne|Paul Weitz|Robert Shaye|Toby Emmerich|Bill Carraro|Deborah Forte|Ileen Maisel|Andrew Miano,2007/12/4,113,New Line Cinema|Ingenious Film Partners|Depth of Field|Scholastic Productions,United Kingdom|United States of America,Íslenska|English|Pусский|Français,5.8,1303,42.990906,There are worlds beyond our own - the compass will show the way.,http://www.goldencompassmovie.com/index_german.html,180000000,372234864
254,King Kong,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",Adventure|Drama|Action,film business|screenplay|show business|film making|film producer|exotic island|monster|indigenous|ship|dinosaur,Naomi Watts|Jack Black|Adrien Brody|Thomas Kretschmann|Colin Hanks|Andy Serkis|Evan Parke|Jamie Bell|Lobo Chan|John Sumner,Peter Jackson|Fran Walsh|Jan Blenkin|Carolynne Cunningham,2005/12/14,187,WingNut Films|Universal Pictures|Big Primate Pictures|MFPV Film,New Zealand|United States of America|Germany,English,6.6,2337,61.22601,The eighth wonder of the world.,,207000000,550000000
597,Titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",Drama|Romance|Thriller,shipwreck|iceberg|ship|panic|titanic|ocean liner|epic|rich woman - poor man|love|disaster|tragic love|class differences|imax|star crossed lovers|steerage|salvage|rich snob|3d|1910s,Kate Winslet|Leonardo DiCaprio|Frances Fisher|Billy Zane|Kathy Bates|Gloria Stuart|Bill Paxton|Bernard Hill|David Warner|Victor Garber,James Cameron|Grant Hill|Jon Landau|Rae Sanchini|Al Giddings|Pamela Easley,1997/11/18,194,Paramount Pictures|Twentieth Century Fox Film Corporation|Lightstorm Entertainment,United States of America,English|Français|Deutsch|svenska|Italiano|Pусский,7.5,7562,100.025899,Nothing on Earth could come between them.,http://www.titanicmovie.com,200000000,1845034188
271110,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",Adventure|Action|Science Fiction,civil war|war|marvel comic|sequel|superhero|based on comic book|imax|aftercreditsstinger|duringcreditsstinger|marvel cinematic universe|3d,Chris Evans|Robert Downey Jr.|Scarlett Johansson|Sebastian Stan|Anthony Mackie|Don Cheadle|Jeremy Renner|Chadwick Boseman|Paul Bettany|Elizabeth Olsen,Stan Lee|Kevin Feige|Patricia Whitcher|Henning Molfenter|Charlie Woebcken|Louis D'Esposito|Alan Fine|Victoria Alonso|Nate Moore|Christoph Fisser|Mitchell Bell|Lars P. Winther,2016/4/27,147,Studio Babelsberg|Marvel Studios|Walt Disney Studios Motion Pictures|Vita-Ray Dutch Productions (III)|Deluxe Digital Studios,United States of America,Română|English|Deutsch|Pусский,7.1,7241,198.372395,Divided We Fall,http://marvel.com/captainamericapremiere,250000000,1153304495
44833,Battleship,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",Thriller|Action|Adventure|Science Fiction,fight|u.s. navy|mind reading|hong kong|soccer|scientist|fictional war|naval|armada|battleship|naval combat|jds myoko|lost communication|taser|buoy|communications expert|joint chiefs of staff|crash landing|jet fighter pilot|navy lieutenant|permission to marry|uss john paul jones|based on board game|aftercreditsstinger|mighty mo|uss missouri,Taylor Kitsch|Alexander Skarsgård|Rihanna|Brooklyn Decker|Tadanobu Asano|Liam Neeson|Gregory D. Gadson|Hamish Linklater|Jesse Plemons|John Tui,Duncan Henderson|Scott Stuber|Brian Goldner|Peter Berg|Sarah Aubrey|Bennett Schneir,2012/4/11,131,Universal Pictures|Hasbro|Bluegrass Films|Film 44,United States of America,English|ภาษาไทย,5.5,2114,64.928382,The Battle for Earth Begins at Sea,,209000000,303025485
135397,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",Action|Adventure|Science Fiction|Thriller,monster|dna|tyrannosaurus rex|velociraptor|island|sequel|suspense|disaster|escape|dinosaur|amusement park|animal attack|theme park|jurassic park|3d|animal horror,Chris Pratt|Bryce Dallas Howard|Irrfan Khan|Vincent D'Onofrio|Nick Robinson|Ty Simpkins|Jake Johnson|Omar Sy|BD Wong|Judy Greer,Steven Spielberg|Frank Marshall|Patrick Crowley|Thomas Tull|Christopher Raimo,2015/6/9,124,Universal Studios|Amblin Entertainment|Legendary Pictures|Fuji Television Network|Dentsu,United States of America,English,6.5,8662,418.708552,The park is open.,http://www.jurassicworld.com/,150000000,1513528810
